mes;cnae_classe;saldo
4;Educação profissional de nível tecnológico;    -3
4;Educação superior - graduação;  -198
4;Educação superior - graduação e pós-graduação;  -420
4;Educação superior - pós-graduação e extensão;  -425
4;Ensino de arte e cultura;   -85
4;Ensino de esportes;  -189
4;Ensino de idiomas;  -516
4;Ensino fundamental;  -752
4;Ensino médio;  -251
4;Envasamento e empacotamento sob contrato;  -277
4;Estacionamento de veículos; -2331
4;Extração de carvão mineral;     0
4;Extração de gemas (pedras preciosas e semipreciosas);    -2
4;Extração de minerais metálicos não-ferrosos não especificados anteriormente;    -5
4;Extração de minerais não-metálicos não especificados anteriormente;   -14
4;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;    -3
4;Extração de minério de metais preciosos;    -1
4;Extração de pedra, areia e argila;   -94
4;Extração de petróleo e gás natural;     1
4;Fabricação de acessórios do vestuário, exceto para segurança e proteção;   -99
4;Fabricação de açúcar em bruto;  5975
4;Fabricação de açúcar refinado;    54
4;Fabricação de adesivos e selantes;  -189
4;Fabricação de aditivos de uso industrial;   -47
4;Fabricação de adubos e fertilizantes;    19
4;Fabricação de aeronaves;   -18
4;Fabricação de aguardentes e outras bebidas destiladas;    22
4;Fabricação de águas envasadas;   -91
4;Fabricação de álcool;   807
4;Fabricação de alimentos e pratos prontos;  -158
4;Fabricação de alimentos para animais;    28
4;Fabricação de amidos e féculas de vegetais e de óleos de milho;    17
4;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;  -120
4;Fabricação de aparelhos e equipamentos de ar condicionado;     2
4;Fabricação de aparelhos e equipamentos de medida, teste e controle;  -160
4;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;  -332
4;Fabricação de aparelhos e equipamentos para instalações térmicas;   -73
4;Fabricação de aparelhos eletrodomésticos não especificados anteriormente;  -142
4;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;   -43
4;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;   -29
4;Fabricação de artefatos de borracha não especificados anteriormente;  -670
4;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;  -667
4;Fabricação de artefatos de cordoaria;   -47
4;Fabricação de artefatos de couro não especificados anteriormente;  -188
4;Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis;  -276
4;Fabricação de artefatos de material plástico não especificados anteriormente; -3400
4;Fabricação de artefatos de tanoaria e de embalagens de madeira;  -144
4;Fabricação de artefatos de tapeçaria;  -131
4;Fabricação de artefatos para pesca e esporte;   -62
4;Fabricação de artefatos têxteis para uso doméstico;  -757
4;Fabricação de artigos de cutelaria;   -11
4;Fabricação de artigos de metal para uso doméstico e pessoal;  -430
4;Fabricação de artigos de serralheria, exceto esquadrias;  -400
4;Fabricação de artigos de vidro;  -231
4;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;   -82
4;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;  -167
4;Fabricação de automóveis, camionetas e utilitários;   -45
4;Fabricação de baterias e acumuladores para veículos automotores;    -7
4;Fabricação de bicicletas e triciclos não-motorizados;  -198
4;Fabricação de bijuterias e artefatos semelhantes;  -289
4;Fabricação de biocombustíveis, exceto álcool;     1
4;Fabricação de biscoitos e bolachas;  -129
4;Fabricação de brinquedos e jogos recreativos;  -467
4;Fabricação de cabines, carrocerias e reboques para veículos automotores;  -657
4;Fabricação de cal e gesso;    -1
4;Fabricação de calçados de couro; -3364
4;Fabricação de calçados de materiais não especificados anteriormente;  -525
4;Fabricação de calçados de material sintético;  -914
4;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;   -29
4;Fabricação de caminhões e ônibus;    -7
4;Fabricação de cartolina e papel-cartão;    -6
4;Fabricação de celulose e outras pastas para a fabricação de papel;    23
4;Fabricação de chapas e de embalagens de papelão ondulado;  -241
4;Fabricação de cimento;     0
4;Fabricação de cloro e álcalis;     1
4;Fabricação de colchões;  -203
4;Fabricação de componentes eletrônicos;  -265
4;Fabricação de compressores;   -23
4;Fabricação de conservas de frutas;  -138
4;Fabricação de conservas de legumes e outros vegetais;   -81
4;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;   -95
4;Fabricação de cronômetros e relógios;   -21
4;Fabricação de defensivos agrícolas;    30
4;Fabricação de desinfestantes domissanitários;     9
4;Fabricação de elastômeros;    -3
4;Fabricação de embalagens de cartolina e papel-cartão;   -62
4;Fabricação de embalagens de material plástico;  -837
4;Fabricação de embalagens de papel;  -329
4;Fabricação de embalagens de vidro;   -13
4;Fabricação de embalagens metálicas;  -167
4;Fabricação de equipamento bélico pesado, armas de fogo e munições;   -10
4;Fabricação de equipamentos de informática;   -13
4;Fabricação de equipamentos de transmissão para fins industriais;  -152
4;Fabricação de equipamentos de transporte não especificados anteriormente;    -5
4;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;    70
4;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;  -485
4;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;     0
4;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;   -82
4;Fabricação de equipamentos para irrigação agrícola;   -43
4;Fabricação de equipamentos transmissores de comunicação;   -21
4;Fabricação de escovas, pincéis e vassouras;   -80
4;Fabricação de especiarias, molhos, temperos e condimentos;   -83
4;Fabricação de esquadrias de metal;  -485
4;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";   -74
4;Fabricação de estruturas metálicas;  -262
4;Fabricação de explosivos;    15
4;Fabricação de farinha de mandioca e derivados;     2
4;Fabricação de farinha de milho e derivados, exceto óleos de milho;    -3
4;Fabricação de ferramentas;  -365
4;Fabricação de fibras artificiais e sintéticas;   -17
4;Fabricação de fios, cabos e condutores elétricos isolados;  -398
4;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;  -325
4;Fabricação de gases industriais;   -20
4;Fabricação de geradores, transformadores e motores elétricos;  -152
4;Fabricação de impermeabilizantes, solventes e produtos afins;   -61
4;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;  -683
4;Fabricação de instrumentos musicais;   -65
4;Fabricação de intermediários para fertilizantes;     0
4;Fabricação de intermediários para plastificantes, resinas e fibras;   -15
4;Fabricação de laminados planos e tubulares de material plástico;  -209
4;Fabricação de lâmpadas e outros equipamentos de iluminação;  -148
4;Fabricação de laticínios;  -104
4;Fabricação de linhas para costurar e bordar;   -62
4;Fabricação de locomotivas, vagões e outros materiais rodantes;   -16
4;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;     0
4;Fabricação de malte, cervejas e chopes;  -197
4;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;  -179
4;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;  -768
4;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;  -325
4;Fabricação de máquinas e equipamentos para a indústria do plástico;     0
4;Fabricação de máquinas e equipamentos para a indústria têxtil;   -26
4;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo;    -8
4;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;  -238
4;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;    -6
4;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados;   -28
4;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;   -20
4;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;   -35
4;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;  -646
4;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;   -36
4;Fabricação de máquinas-ferramenta;  -163
4;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;  -135
4;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;    -6
4;Fabricação de massas alimentícias;  -196
4;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;  -202
4;Fabricação de material elétrico para instalações em circuito de consumo;  -139
4;Fabricação de medicamentos para uso humano;   198
4;Fabricação de medicamentos para uso veterinário;   -11
4;Fabricação de meias;  -444
4;Fabricação de motocicletas;   -58
4;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;   -86
4;Fabricação de móveis com predominância de madeira; -2408
4;Fabricação de móveis com predominância de metal;  -691
4;Fabricação de móveis de outros materiais, exceto madeira e metal;   -48
4;Fabricação de obras de caldeiraria pesada;  -244
4;Fabricação de óleos vegetais em bruto, exceto óleo de milho;   -47
4;Fabricação de óleos vegetais refinados, exceto óleo de milho;   -34
4;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;   -22
4;Fabricação de outros produtos têxteis não especificados anteriormente;  -724
4;Fabricação de papel;    10
4;Fabricação de partes para calçados, de qualquer material;  -602
4;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;  -300
